customer_id,order_id,product_id,order_date,quantity,unit_price,total_value
C00400,O001955,P0202,2024-01-10 16:38:00,3,40.37,121.11
C00539,O001630,P0093,2024-01-10 17:43:00,5,18.11,90.55
C00347,O003364,P0141,2024-01-11 11:44:00,1,25.82,25.82
C00347,O003364,P0157,2024-01-11 11:44:00,1,20.08,20.08
C00347,O003364,P0028,2024-01-11 11:44:00,2,24.25,48.5
C00558,O000279,P0189,2024-01-11 17:01:00,4,9.78,39.12
C00558,O000279,P0067,2024-01-11 17:01:00,1,18.18,18.18
C00598,O002195,P0185,2024-01-11 17:18:00,1,26.98,26.98
C00598,O002195,P0019,2024-01-11 17:18:00,3,31.55,94.65
C00064,O002938,P0061,2024-01-11 20:13:00,2,7.29,14.58
C00255,O001728,P0092,2024-01-12 10:58:00,2,18.35,36.7
C00255,O001728,P0044,2024-01-12 10:58:00,1,21.04,21.04
C00538,O002149,P0214,2024-01-12 20:35:00,1,15.16,15.16
C00538,O002149,P0131,2024-01-12 20:35:00,4,17.2,68.8
C00004,O001807,P0156,2024-01-12 21:35:00,1,54.17,54.17
C00224,O002715,P0136,2024-01-13 09:11:00,1,13.33,13.33
C00527,O002009,P0004,2024-01-13 15:42:00,1,32.45,32.45
C00527,O002009,P0137,2024-01-13 15:42:00,5,26.13,130.65
C00203,O002627,P0169,2024-01-13 16:48:00,1,18.96,18.96
C00203,O002627,P0053,2024-01-13 16:48:00,1,8.86,8.86
C00203,O002627,P0125,2024-01-13 16:48:00,1,30.82,30.82
C00203,O002627,P0088,2024-01-13 16:48:00,2,17.22,34.44
C00153,O002946,P0184,2024-01-13 17:52:00,2,41.36,82.72
C00063,O002629,P0176,2024-01-13 22:34:00,1,22.62,22.62
C00063,O002629,P0038,2024-01-13 22:34:00,1,12.47,12.47
C00063,O002629,P0061,2024-01-13 22:34:00,4,6.62,26.48
C00077,O000283,P0170,2024-01-14 09:40:00,4,19.95,79.8
C00505,O003239,P0136,2024-01-14 12:10:00,2,10.33,20.66
C00475,O000660,P0043,2024-01-14 14:33:00,5,12.49,62.45
C00203,O001568,P0156,2024-01-14 14:45:00,2,52.77,105.54
C00596,O001483,P0152,2024-01-14 19:25:00,1,11.56,11.56
C00590,O002550,P0153,2024-01-14 19:50:00,3,8.44,25.32
C00590,O002550,P0013,2024-01-14 19:50:00,1,22.15,22.15
C00299,O002426,P0007,2024-01-15 11:04:00,2,21.29,42.58
C00261,O001692,P0123,2024-01-15 14:45:00,4,25.47,101.88
C00056,O003533,P0019,2024-01-15 15:13:00,1,32.66,32.66
C00259,O001854,P0194,2024-01-15 15:32:00,2,41.59,83.18
C00362,O001932,P0087,2024-01-15 20:02:00,1,16.93,16.93
C00362,O001932,P0043,2024-01-15 20:02:00,5,14.5,72.5
C00521,O001898,P0004,2024-01-15 20:49:00,1,37.5,37.5
C00521,O001898,P0196,2024-01-15 20:49:00,2,12.85,25.7
C00322,O002513,P0061,2024-01-16 10:16:00,2,7.93,15.86
C00322,O002513,P0190,2024-01-16 10:16:00,2,51.87,103.74
C00521,O003266,P0210,2024-01-16 11:20:00,1,18.07,18.07
C00217,O000181,P0189,2024-01-16 18:41:00,2,9.07,18.14
C00354,O000839,P0140,2024-01-16 21:30:00,3,102.98,308.94
C00354,O000839,P0204,2024-01-16 21:30:00,1,31.57,31.57
C00354,O000839,P0220,2024-01-16 21:30:00,2,13.2,26.4
C00207,O001632,P0176,2024-01-16 21:58:00,2,22.59,45.18
C00597,O000877,P0103,2024-01-17 10:08:00,1,17.82,17.82
C00187,O001057,P0156,2024-01-17 11:44:00,5,49.96,249.8
C00443,O001372,P0088,2024-01-17 13:25:00,4,21.51,86.04
C00448,O001416,P0110,2024-01-17 22:09:00,1,7.4,7.4
C00448,O001416,P0053,2024-01-17 22:09:00,3,10.23,30.69
C00448,O001416,P0200,2024-01-17 22:09:00,1,19.71,19.71
C00095,O003212,P0019,2024-01-18 14:45:00,1,34.38,34.38
C00534,O002379,P0188,2024-01-18 17:19:00,3,10.79,32.37
C00076,O002913,P0088,2024-01-18 17:48:00,3,22.44,67.32
C00076,O002913,P0137,2024-01-18 17:48:00,5,24.05,120.25
C00205,O003135,P0120,2024-01-18 19:20:00,1,17.14,17.14
C00205,O003135,P0080,2024-01-18 19:20:00,1,15.98,15.98
C00563,O001418,P0185,2024-01-18 19:58:00,5,25.16,125.8
C00563,O001418,P0072,2024-01-18 19:58:00,1,9.99,9.99
C00563,O001418,P0137,2024-01-18 19:58:00,2,22.23,44.46
C00204,O002317,P0025,2024-01-18 21:59:00,2,16.24,32.48
C00056,O001122,P0059,2024-01-19 17:44:00,1,11.99,11.99
C00461,O002413,P0218,2024-01-19 18:47:00,2,37.28,74.56
C00461,O002413,P0137,2024-01-19 18:47:00,3,25.39,76.17
C00287,O003117,P0043,2024-01-19 19:19:00,1,13.21,13.21
C00558,O002251,P0093,2024-01-19 20:21:00,1,15.2,15.2
C00322,O001363,P0189,2024-01-19 22:54:00,2,8.79,17.58
C00322,O001363,P0090,2024-01-19 22:54:00,1,26.33,26.33
C00249,O003441,P0171,2024-01-20 14:15:00,2,14.96,29.92
C00376,O001939,P0196,2024-01-20 16:22:00,1,11.82,11.82
C00376,O001939,P0137,2024-01-20 16:22:00,1,24.24,24.24
C00538,O000930,P0088,2024-01-20 18:32:00,1,21.4,21.4
C00546,O002509,P0194,2024-01-20 19:04:00,1,48.95,48.95
C00113,O001502,P0052,2024-01-20 21:36:00,2,25.61,51.22
C00113,O001502,P0149,2024-01-20 21:36:00,1,37.48,37.48
C00113,O001502,P0012,2024-01-20 21:36:00,4,28.44,113.76
C00009,O000481,P0137,2024-01-21 10:06:00,1,21.93,21.93
C00582,O001339,P0002,2024-01-21 12:20:00,5,10.12,50.6
C00348,O001748,P0094,2024-01-21 16:33:00,2,18.24,36.48
C00419,O002588,P0073,2024-01-21 19:43:00,2,11.83,23.66
C00348,O003120,P0166,2024-01-21 22:42:00,1,11.78,11.78
C00348,O003120,P0051,2024-01-21 22:42:00,2,25.98,51.96
C00348,O003120,P0135,2024-01-21 22:42:00,3,9.21,27.63
C00517,O001157,P0153,2024-01-22 09:43:00,2,7.23,14.46
C00591,O000917,P0062,2024-01-22 15:02:00,4,16.5,66.0
C00591,O000917,P0185,2024-01-22 15:02:00,1,27.09,27.09
C00333,O000993,P0071,2024-01-22 16:39:00,2,9.46,18.92
C00333,O000993,P0112,2024-01-22 16:39:00,2,22.11,44.22
C00446,O002193,P0076,2024-01-22 22:31:00,4,28.76,115.04
C00584,O001207,P0168,2024-01-23 08:01:00,1,28.56,28.56
C00227,O000408,P0093,2024-01-23 08:26:00,1,14.82,14.82
C00227,O000408,P0170,2024-01-23 08:26:00,1,20.32,20.32
C00564,O003168,P0170,2024-01-23 11:25:00,3,18.58,55.74
C00564,O003168,P0077,2024-01-23 11:25:00,3,16.09,48.27
C00564,O003168,P0059,2024-01-23 11:25:00,1,12.52,12.52
C00148,O003116,P0172,2024-01-23 12:10:00,1,25.0,25.0
C00148,O003116,P0120,2024-01-23 12:10:00,2,17.6,35.2
C00148,O003116,P0202,2024-01-23 12:10:00,1,45.59,45.59
C00376,O000161,P0094,2024-01-23 17:08:00,1,17.45,17.45
C00112,O002059,P0094,2024-01-23 17:36:00,2,17.81,35.62
C00112,O002059,P0034,2024-01-23 17:36:00,2,12.89,25.78
C00395,O001771,P0209,2024-01-23 18:48:00,3,11.4,34.2
C00373,O000224,P0075,2024-01-23 19:24:00,1,23.7,23.7
C00093,O001817,P0215,2024-01-24 08:08:00,2,16.41,32.82
C00093,O001817,P0137,2024-01-24 08:08:00,2,27.07,54.14
C00370,O001664,P0159,2024-01-24 13:15:00,3,15.59,46.77
C00202,O003251,P0138,2024-01-24 15:23:00,5,30.93,154.65
C00277,O000849,P0014,2024-01-24 22:42:00,1,33.05,33.05
C00277,O000849,P0168,2024-01-24 22:42:00,1,27.16,27.16
C00077,O000694,P0210,2024-01-25 08:38:00,1,17.58,17.58
C00077,O000694,P0214,2024-01-25 08:38:00,1,14.88,14.88
C00581,O001663,P0023,2024-01-25 10:54:00,1,44.39,44.39
C00581,O001663,P0088,2024-01-25 10:54:00,2,19.26,38.52
C00581,O001663,P0075,2024-01-25 10:54:00,1,23.54,23.54
C00448,O002001,P0197,2024-01-25 19:17:00,1,23.54,23.54
C00242,O001304,P0193,2024-01-25 20:53:00,2,16.42,32.84
C00121,O002665,P0122,2024-01-26 14:42:00,5,22.23,111.15
C00121,O002665,P0189,2024-01-26 14:42:00,4,9.28,37.12
C00195,O001401,P0077,2024-01-26 20:07:00,1,15.73,15.73
C00195,O001401,P0149,2024-01-26 20:07:00,1,34.3,34.3
C00268,O000040,P0162,2024-01-27 08:11:00,1,12.49,12.49
C00532,O001580,P0133,2024-01-27 08:49:00,1,30.69,30.69
C00368,O000444,P0062,2024-01-27 11:08:00,1,18.15,18.15
C00200,O002586,P0090,2024-01-27 13:26:00,2,28.99,57.98
C00179,O000321,P0038,2024-01-27 17:40:00,1,13.04,13.04
C00473,O002597,P0190,2024-01-27 21:42:00,2,50.01,100.02
C00331,O002800,P0150,2024-01-28 10:27:00,2,22.18,44.36
C00331,O002800,P0083,2024-01-28 10:27:00,3,17.08,51.24
C00349,O002015,P0093,2024-01-28 12:13:00,1,16.97,16.97
C00043,O000613,P0044,2024-01-28 14:59:00,2,22.19,44.38
C00206,O001610,P0038,2024-01-28 16:38:00,4,12.68,50.72
C00028,O002744,P0143,2024-01-28 21:17:00,1,6.57,6.57
C00028,O002744,P0051,2024-01-28 21:17:00,1,23.27,23.27
C00028,O002744,P0185,2024-01-28 21:17:00,4,25.98,103.92
C00493,O002755,P0079,2024-01-29 08:31:00,2,29.67,59.34
C00493,O002755,P0210,2024-01-29 08:31:00,2,16.87,33.74
C00474,O002220,P0034,2024-01-29 13:06:00,1,13.68,13.68
C00281,O000661,P0185,2024-01-29 13:37:00,4,26.87,107.48
C00281,O000661,P0137,2024-01-29 13:37:00,2,23.08,46.16
C00201,O003174,P0082,2024-01-30 11:27:00,1,13.65,13.65
C00201,O003174,P0055,2024-01-30 11:27:00,1,15.55,15.55
C00201,O003174,P0037,2024-01-30 11:27:00,1,18.94,18.94
C00201,O003174,P0202,2024-01-30 11:27:00,1,45.01,45.01
C00355,O002126,P0096,2024-01-30 11:47:00,3,9.85,29.55
C00060,O002119,P0013,2024-01-30 13:51:00,2,20.24,40.48
C00060,O002119,P0077,2024-01-30 13:51:00,4,14.26,57.04
C00060,O002119,P0033,2024-01-30 13:51:00,1,16.25,16.25
C00060,O002119,P0157,2024-01-30 13:51:00,2,20.32,40.64
C00230,O001081,P0128,2024-01-30 14:57:00,4,10.98,43.92
C00230,O001081,P0156,2024-01-30 14:57:00,1,55.6,55.6
C00230,O001081,P0022,2024-01-30 14:57:00,1,13.3,13.3
C00453,O002841,P0121,2024-01-30 17:26:00,3,10.65,31.95
C00453,O002841,P0053,2024-01-30 17:26:00,3,9.33,27.99
C00453,O002841,P0181,2024-01-30 17:26:00,2,40.38,80.76
C00461,O002742,P0071,2024-01-31 08:36:00,1,10.11,10.11
C00145,O003051,P0045,2024-01-31 10:09:00,3,22.68,68.04
C00145,O003051,P0210,2024-01-31 10:09:00,3,15.67,47.01
C00145,O003051,P0061,2024-01-31 10:09:00,2,7.86,15.72
C00399,O003115,P0067,2024-01-31 12:43:00,5,16.48,82.4
C00399,O003115,P0137,2024-01-31 12:43:00,5,24.32,121.6
C00554,O002691,P0188,2024-01-31 14:36:00,1,11.33,11.33
C00554,O002691,P0136,2024-01-31 14:36:00,2,11.26,22.52
C00002,O003186,P0202,2024-01-31 17:18:00,2,40.08,80.16
C00002,O003186,P0132,2024-01-31 17:18:00,2,9.65,19.3
C00587,O002624,P0091,2024-01-31 18:49:00,2,28.18,56.36
C00410,O003502,P0017,2024-01-31 22:58:00,3,27.3,81.9
C00078,O000485,P0087,2024-02-01 13:56:00,1,17.18,17.18
C00496,O002672,P0215,2024-02-02 09:07:00,1,16.31,16.31
C00028,O001108,P0119,2024-02-02 09:14:00,1,52.16,52.16
C00446,O002686,P0067,2024-02-02 13:50:00,2,16.15,32.3
C00446,O002686,P0210,2024-02-02 13:50:00,1,16.21,16.21
C00294,O001255,P0137,2024-02-02 18:42:00,5,23.27,116.35
C00294,O001255,P0067,2024-02-02 18:42:00,1,15.74,15.74
C00527,O003508,P0076,2024-02-02 19:46:00,2,28.27,56.54
C00527,O003508,P0168,2024-02-02 19:46:00,2,26.73,53.46
C00527,O003508,P0052,2024-02-02 19:46:00,2,29.31,58.62
C00288,O002832,P0090,2024-02-02 21:54:00,2,27.67,55.34
C00108,O002495,P0170,2024-02-02 22:11:00,2,18.16,36.32
C00454,O002971,P0075,2024-02-03 12:17:00,3,20.17,60.51
C00454,O002971,P0067,2024-02-03 12:17:00,3,15.39,46.17
C00354,O001025,P0176,2024-02-03 13:13:00,4,20.58,82.32
C00354,O001025,P0213,2024-02-03 13:13:00,2,21.34,42.68
C00120,O000362,P0044,2024-02-03 16:53:00,1,20.56,20.56
C00120,O000362,P0063,2024-02-03 16:53:00,1,22.26,22.26
C00150,O002698,P0137,2024-02-03 17:29:00,3,25.61,76.83
C00249,O001426,P0087,2024-02-04 10:03:00,1,17.54,17.54
C00588,O002286,P0117,2024-02-04 11:46:00,2,22.13,44.26
C00588,O002286,P0202,2024-02-04 11:46:00,3,41.41,124.23
C00113,O001109,P0122,2024-02-04 12:15:00,1,21.04,21.04
C00113,O001109,P0171,2024-02-04 12:15:00,5,13.56,67.8
C00021,O001822,P0108,2024-02-04 14:53:00,1,16.32,16.32
C00021,O001822,P0005,2024-02-04 14:53:00,1,7.36,7.36
C00021,O001822,P0133,2024-02-04 14:53:00,1,29.91,29.91
C00358,O001403,P0176,2024-02-04 18:00:00,1,21.38,21.38
C00358,O001403,P0033,2024-02-04 18:00:00,1,15.12,15.12
C00282,O001597,P0210,2024-02-04 19:21:00,4,15.73,62.92
C00318,O003265,P0137,2024-02-04 20:56:00,3,24.61,73.83
C00318,O000651,P0004,2024-02-04 21:28:00,1,37.69,37.69
C00094,O002302,P0055,2024-02-05 09:07:00,1,17.4,17.4
C00094,O002302,P0137,2024-02-05 09:07:00,3,26.73,80.19
C00282,O000928,P0087,2024-02-05 12:46:00,2,16.07,32.14
C00549,O003446,P0007,2024-02-05 22:39:00,1,21.91,21.91
C00549,O003446,P0091,2024-02-05 22:39:00,2,32.46,64.92
C00549,O003446,P0124,2024-02-05 22:39:00,1,46.07,46.07
C00472,O000328,P0009,2024-02-06 13:17:00,1,17.45,17.45
C00521,O003086,P0043,2024-02-06 13:37:00,1,13.86,13.86
C00521,O003086,P0137,2024-02-06 13:37:00,2,26.83,53.66
C00521,O003086,P0213,2024-02-06 13:37:00,2,20.04,40.08
C00521,O003086,P0103,2024-02-06 13:37:00,3,15.07,45.21
C00133,O002329,P0100,2024-02-06 14:56:00,3,11.58,34.74
C00578,O000443,P0176,2024-02-06 22:13:00,3,22.82,68.46
C00157,O002346,P0125,2024-02-07 08:16:00,1,31.51,31.51
C00157,O002346,P0203,2024-02-07 08:16:00,1,20.24,20.24
C00342,O001055,P0177,2024-02-07 11:46:00,1,51.4,51.4
C00504,O003143,P0025,2024-02-07 15:36:00,1,15.4,15.4
C00504,O003143,P0093,2024-02-07 15:36:00,4,15.35,61.4
C00376,O001010,P0210,2024-02-07 22:15:00,1,16.29,16.29
C00064,O001220,P0012,2024-02-08 10:30:00,1,28.02,28.02
C00086,O002699,P0214,2024-02-08 13:13:00,2,17.04,34.08
C00086,O002699,P0178,2024-02-08 13:13:00,3,24.45,73.35
C00282,O000243,P0019,2024-02-08 16:12:00,1,28.92,28.92
C00578,O002485,P0059,2024-02-08 17:36:00,2,14.71,29.42
C00354,O000263,P0100,2024-02-09 08:24:00,1,12.37,12.37
C00071,O002232,P0137,2024-02-09 09:43:00,1,23.3,23.3
C00071,O002232,P0094,2024-02-09 09:43:00,4,18.74,74.96
C00442,O002142,P0013,2024-02-09 13:38:00,4,17.95,71.8
C00342,O001412,P0094,2024-02-09 16:19:00,2,21.46,42.92
C00342,O001412,P0176,2024-02-09 16:19:00,2,22.27,44.54
C00342,O001412,P0220,2024-02-09 16:19:00,3,14.76,44.28
C00342,O001412,P0119,2024-02-09 16:19:00,1,49.96,49.96
C00025,O002381,P0038,2024-02-09 19:53:00,1,13.17,13.17
C00025,O002381,P0181,2024-02-09 19:53:00,1,37.95,37.95
C00025,O002381,P0052,2024-02-09 19:53:00,2,29.73,59.46
C00314,O002551,P0103,2024-02-10 08:37:00,1,15.47,15.47
C00050,O002301,P0125,2024-02-10 10:51:00,1,31.71,31.71
C00050,O002301,P0088,2024-02-10 10:51:00,5,20.45,102.25
C00050,O002301,P0130,2024-02-10 10:51:00,1,11.59,11.59
C00121,O002405,P0137,2024-02-10 15:04:00,2,24.63,49.26
C00121,O002405,P0202,2024-02-10 15:04:00,3,44.45,133.35
C00121,O002405,P0175,2024-02-10 15:04:00,3,9.5,28.5
C00037,O001755,P0066,2024-02-10 17:44:00,3,30.25,90.75
C00317,O001843,P0091,2024-02-10 20:30:00,2,28.83,57.66
C00317,O001843,P0009,2024-02-10 20:30:00,2,20.88,41.76
C00377,O000144,P0052,2024-02-11 08:44:00,1,30.5,30.5
C00377,O000144,P0196,2024-02-11 08:44:00,1,10.8,10.8
C00575,O003499,P0049,2024-02-11 12:00:00,2,27.61,55.22
C00575,O003499,P0080,2024-02-11 12:00:00,1,18.72,18.72
C00424,O000830,P0132,2024-02-11 12:37:00,2,8.43,16.86
C00580,O003099,P0053,2024-02-11 14:33:00,3,8.75,26.25
C00584,O000556,P0112,2024-02-12 08:07:00,1,22.38,22.38
C00270,O003500,P0081,2024-02-12 12:33:00,1,23.61,23.61
C00270,O003500,P0090,2024-02-12 12:33:00,1,23.43,23.43
C00028,O000118,P0018,2024-02-12 12:42:00,1,13.12,13.12
C00028,O000118,P0155,2024-02-12 12:42:00,2,17.78,35.56
C00028,O000118,P0044,2024-02-12 12:42:00,2,27.71,55.42
C00028,O000118,P0004,2024-02-12 12:42:00,2,35.18,70.36
C00510,O002505,P0210,2024-02-12 16:24:00,2,16.34,32.68
C00510,O002505,P0091,2024-02-12 16:24:00,3,30.04,90.12
C00510,O002505,P0189,2024-02-12 16:24:00,1,9.95,9.95
C00247,O000991,P0052,2024-02-12 20:41:00,4,34.48,137.92
C00242,O000872,P0189,2024-02-13 08:36:00,2,8.78,17.56
C00242,O000872,P0092,2024-02-13 08:36:00,1,18.29,18.29
C00306,O002055,P0010,2024-02-13 13:57:00,3,12.47,37.41
C00306,O002055,P0177,2024-02-13 13:57:00,3,49.36,148.08
C00144,O002370,P0133,2024-02-13 14:27:00,1,30.59,30.59
C00144,O002370,P0128,2024-02-13 14:27:00,1,10.95,10.95
C00144,O002370,P0189,2024-02-13 14:27:00,4,10.77,43.08
C00331,O002395,P0076,2024-02-13 16:20:00,1,26.2,26.2
C00370,O001644,P0189,2024-02-13 17:37:00,1,9.38,9.38
C00370,O001644,P0156,2024-02-13 17:37:00,2,47.11,94.22
C00370,O001644,P0087,2024-02-13 17:37:00,4,14.84,59.36
C00173,O003552,P0156,2024-02-13 22:28:00,3,51.41,154.23
C00048,O001713,P0185,2024-02-14 08:48:00,4,26.77,107.08
C00521,O002360,P0110,2024-02-14 10:25:00,2,7.85,15.7
C00271,O000781,P0075,2024-02-14 14:51:00,5,22.89,114.45
C00390,O001826,P0213,2024-02-14 16:05:00,2,20.23,40.46
C00390,O001826,P0067,2024-02-14 16:05:00,1,16.58,16.58
C00557,O002336,P0095,2024-02-14 17:39:00,2,8.64,17.28
C00395,O002820,P0125,2024-02-14 18:40:00,1,28.2,28.2
C00214,O002158,P0182,2024-02-14 20:50:00,3,22.74,68.22
C00214,O002158,P0090,2024-02-14 20:50:00,1,23.84,23.84
C00574,O001565,P0176,2024-02-14 20:52:00,1,19.25,19.25
C00574,O001565,P0034,2024-02-14 20:52:00,1,13.58,13.58
C00581,O002996,P0202,2024-02-14 21:13:00,2,40.87,81.74
C00370,O000988,P0137,2024-02-14 21:32:00,2,24.1,48.2
C00370,O000988,P0034,2024-02-14 21:32:00,2,10.58,21.16
C00370,O000988,P0119,2024-02-14 21:32:00,1,42.53,42.53
C00124,O003353,P0166,2024-02-15 08:11:00,1,12.96,12.96
C00322,O002330,P0176,2024-02-15 08:26:00,3,19.89,59.67
C00247,O001583,P0202,2024-02-15 10:35:00,1,41.18,41.18
C00146,O001457,P0019,2024-02-15 17:51:00,1,31.53,31.53
C00150,O003395,P0170,2024-02-15 21:38:00,1,21.46,21.46
C00057,O003138,P0120,2024-02-16 11:35:00,2,18.79,37.58
C00504,O003275,P0155,2024-02-16 11:35:00,1,18.61,18.61
C00504,O003275,P0103,2024-02-16 11:35:00,2,15.36,30.72
C00446,O002213,P0012,2024-02-16 11:42:00,4,29.73,118.92
C00446,O002213,P0213,2024-02-16 11:42:00,1,19.64,19.64
C00123,O000359,P0137,2024-02-16 12:51:00,1,23.13,23.13
C00149,O002851,P0204,2024-02-16 17:12:00,1,28.8,28.8
C00024,O002689,P0062,2024-02-16 18:25:00,3,16.97,50.91
C00282,O001515,P0200,2024-02-16 21:53:00,1,17.94,17.94
C00431,O001721,P0202,2024-02-16 22:09:00,2,41.96,83.92
C00504,O000949,P0004,2024-02-17 09:47:00,5,35.4,177.0
C00507,O003253,P0004,2024-02-17 15:24:00,1,30.38,30.38
C00507,O003253,P0100,2024-02-17 15:24:00,5,12.78,63.9
C00507,O003253,P0143,2024-02-17 15:24:00,4,6.77,27.08
C00507,O003253,P0172,2024-02-17 15:24:00,1,26.01,26.01
C00481,O003087,P0072,2024-02-17 16:34:00,2,8.67,17.34
C00115,O001550,P0178,2024-02-17 20:10:00,1,22.68,22.68
C00195,O000535,P0055,2024-02-17 22:14:00,1,17.51,17.51
C00201,O000866,P0049,2024-02-17 22:55:00,1,26.99,26.99
C00201,O000866,P0106,2024-02-17 22:55:00,4,17.22,68.88
C00201,O000866,P0220,2024-02-17 22:55:00,2,14.17,28.34
C00339,O000427,P0165,2024-02-18 08:28:00,1,29.65,29.65
C00161,O000725,P0176,2024-02-18 14:18:00,1,23.02,23.02
C00191,O003067,P0168,2024-02-18 14:35:00,3,23.93,71.79
C00191,O003067,P0120,2024-02-18 14:35:00,2,17.92,35.84
C00191,O003067,P0176,2024-02-18 14:35:00,1,21.98,21.98
C00498,O002486,P0053,2024-02-18 16:43:00,1,8.97,8.97
C00498,O002486,P0088,2024-02-18 16:43:00,5,20.32,101.6
C00498,O002486,P0185,2024-02-18 16:43:00,3,25.97,77.91
C00542,O001881,P0091,2024-02-18 17:46:00,1,31.8,31.8
C00309,O002192,P0156,2024-02-18 19:20:00,1,47.05,47.05
C00309,O002192,P0137,2024-02-18 19:20:00,2,24.56,49.12
C00277,O002562,P0150,2024-02-18 20:02:00,2,20.26,40.52
C00455,O003092,P0165,2024-02-18 20:24:00,2,32.29,64.58
C00319,O001718,P0140,2024-02-18 20:54:00,2,102.0,204.0
